student_name,register_number,department,cgpa,tenth_percentage,twelfth_percentage,aptitude_score,coding_score,communication_skill,internship,certifications,projects_completed,backlogs,placed
Student_781,REG20260781,Mechanical Engineering,6.59,72.18,97.49,92,37.0,Good,No,1,1,1,0
Student_782,REG20260782,Electronics and Communication Engineering,7.06,69.05,75.86,68,85.0,Average,No,0,1,0,1
Student_783,REG20260783,Information Technology,7.53,55.46,62.7,80,60.0,Good,Yes,2,2,0,1
Student_784,REG20260784,Information Technology,5.7,90.54,93.32,75,90.0,Good,No,1,3,1,0
Student_785,REG20260785,Computer Science and Engineering,6.1,89.44,74.8,65,98.0,Average,No,0,1,0,0
Student_786,REG20260786,Artificial Intelligence and Data Science,6.69,59.49,85.52,70,42.0,Average,Yes,1,1,0,0
Student_787,REG20260787,Electrical and Electronics Engineering,9.68,79.8,97.3,83,71.0,Average,No,0,3,0,1
Student_788,REG20260788,Electronics and Communication Engineering,6.92,74.95,57.16,99,61.0,Excellent,No,2,0,0,0
Student_789,REG20260789,Electronics and Communication Engineering,7.57,60.1,59.16,51,79.0,Average,No,1,3,0,0
Student_790,REG20260790,Artificial Intelligence and Data Science,6.34,97.16,85.98,94,38.0,Good,No,1,1,1,0
Student_791,REG20260791,Computer Science and Engineering,8.13,64.23,67.12,56,71.0,Poor,No,0,2,0,0
Student_792,REG20260792,Electrical and Electronics Engineering,6.71,57.89,62.92,54,,Average,No,0,2,0,0
Student_793,REG20260793,Electronics and Communication Engineering,6.39,80.58,56.69,48,,Good,No,4,2,0,0
Student_794,REG20260794,Electrical and Electronics Engineering,7.72,86.77,55.94,78,89.0,Excellent,Yes,2,3,0,1
Student_795,REG20260795,Computer Science and Engineering,5.52,56.4,88.3,81,46.0,,Yes,0,0,0,0
Student_796,REG20260796,Artificial Intelligence and Data Science,5.53,83.32,60.78,87,45.0,Good,No,0,1,1,0
Student_797,REG20260797,Artificial Intelligence and Data Science,6.44,77.89,75.11,51,66.0,Good,No,0,1,1,0
Student_798,REG20260798,Electrical and Electronics Engineering,5.66,59.44,81.05,71,91.0,Poor,No,1,2,0,0
Student_799,REG20260799,Mechanical Engineering,5.96,62.42,73.42,64,72.0,Average,No,2,1,2,0
Student_800,REG20260800,Artificial Intelligence and Data Science,6.96,79.42,56.17,78,94.0,Good,No,1,2,0,0
Student_801,REG20260801,Mechanical Engineering,8.95,67.74,88.69,57,53.0,Excellent,No,1,1,1,0
Student_802,REG20260802,Computer Science and Engineering,7.96,95.35,55.45,54,90.0,Excellent,Yes,2,0,0,1
Student_803,REG20260803,Electrical and Electronics Engineering,7.7,90.21,87.76,71,48.0,Average,No,1,2,0,0
Student_804,REG20260804,Electrical and Electronics Engineering,6.76,97.29,93.41,45,67.0,Average,No,0,0,0,0
Student_805,REG20260805,Electronics and Communication Engineering,9.51,66.17,73.61,97,44.0,Average,No,1,1,0,0
Student_806,REG20260806,Mechanical Engineering,7.21,96.7,78.03,83,98.0,Excellent,Yes,3,0,0,1
Student_807,REG20260807,Artificial Intelligence and Data Science,5.87,73.54,75.51,82,98.0,Excellent,No,2,1,0,0
Student_808,REG20260808,Artificial Intelligence and Data Science,8.15,69.94,71.74,91,96.0,Good,Yes,1,2,0,1
Student_809,REG20260809,Electronics and Communication Engineering,5.99,57.17,93.16,74,77.0,Average,Yes,1,2,0,0
Student_810,REG20260810,Computer Science and Engineering,6.98,57.27,93.44,73,93.0,Good,Yes,3,1,0,1
Student_811,REG20260811,Other,7.68,84.76,69.44,77,86.0,Good,No,1,1,0,1
Student_812,REG20260812,Artificial Intelligence and Data Science,9.26,74.69,81.45,95,53.0,Average,No,0,1,0,1
Student_813,REG20260813,Computer Science and Engineering,7.62,64.74,94.86,93,55.0,Good,No,4,1,0,1
Student_814,REG20260814,Artificial Intelligence and Data Science,8.52,81.4,96.37,96,56.0,Poor,No,2,4,0,1
Student_815,REG20260815,Artificial Intelligence and Data Science,9.77,65.87,76.89,44,43.0,Average,No,0,3,2,0
Student_816,REG20260816,Electronics and Communication Engineering,6.07,79.84,74.47,57,43.0,Excellent,No,1,0,2,0
Student_817,REG20260817,Electrical and Electronics Engineering,6.68,70.45,66.98,55,61.0,Good,No,1,0,0,0
Student_818,REG20260818,Information Technology,7.2,90.41,96.23,47,51.0,Average,Yes,0,3,0,1
Student_819,REG20260819,Computer Science and Engineering,7.31,90.29,61.14,64,78.0,Good,No,3,1,0,1
Student_820,REG20260820,Information Technology,7.27,75.53,79.93,71,79.0,Average,No,1,1,2,0
Student_821,REG20260821,Civil Engineering,9.4,70.09,67.15,65,42.0,Good,No,2,2,0,0
Student_822,REG20260822,Computer Science and Engineering,8.57,70.59,67.0,91,52.0,,No,0,1,0,0
Student_823,REG20260823,Information Technology,8.11,89.65,72.41,61,67.0,Good,No,1,1,0,0
Student_824,REG20260824,Information Technology,6.83,69.11,97.95,70,35.0,Good,Yes,0,4,0,0
Student_825,REG20260825,Electronics and Communication Engineering,9.04,63.99,57.36,82,40.0,Average,No,2,2,0,0
Student_826,REG20260826,Artificial Intelligence and Data Science,9.61,58.64,79.88,49,75.0,Average,No,1,0,0,0
Student_827,REG20260827,Information Technology,9.03,75.07,58.55,95,89.0,Good,No,1,0,0,1
Student_828,REG20260828,Information Technology,5.51,75.73,61.64,96,39.0,Average,No,0,1,0,0
Student_829,REG20260829,Mechanical Engineering,8.24,91.16,73.9,51,93.0,Good,,0,2,0,1
Student_830,REG20260830,Electronics and Communication Engineering,5.72,64.51,76.95,92,52.0,Average,No,0,1,0,0
Student_831,REG20260831,Computer Science and Engineering,6.61,71.38,66.13,67,83.0,Average,No,0,0,0,0
Student_832,REG20260832,Electronics and Communication Engineering,5.76,89.76,68.61,45,99.0,Average,Yes,1,3,1,0
Student_833,REG20260833,Computer Science and Engineering,8.1,90.42,58.74,98,88.0,Excellent,No,1,0,0,1
Student_834,REG20260834,Computer Science and Engineering,8.45,71.54,68.04,59,95.0,Average,No,1,0,0,1
Student_835,REG20260835,Electronics and Communication Engineering,5.99,74.74,96.56,44,42.0,Good,Yes,1,1,0,0
Student_836,REG20260836,Electronics and Communication Engineering,7.15,68.04,95.62,62,37.0,Average,No,0,1,0,0
Student_837,REG20260837,Artificial Intelligence and Data Science,7.46,95.1,69.4,48,59.0,,No,0,1,0,0
Student_838,REG20260838,Information Technology,7.09,60.1,79.55,97,89.0,Good,No,0,3,0,0
Student_839,REG20260839,Electrical and Electronics Engineering,6.02,95.15,94.11,98,74.0,Good,Yes,2,3,0,1
Student_840,REG20260840,Electrical and Electronics Engineering,7.3,84.41,55.27,68,84.0,Good,No,1,1,0,0
Student_841,REG20260841,Computer Science and Engineering,8.73,77.86,89.86,55,67.0,Excellent,No,0,1,0,1
Student_842,REG20260842,Mechanical Engineering,5.81,56.4,95.78,93,52.0,Average,No,0,2,0,0
Student_843,REG20260843,Computer Science and Engineering,,75.45,58.93,85,91.0,Poor,No,2,1,0,0
Student_844,REG20260844,Other,7.03,72.53,61.94,61,50.0,Excellent,Yes,1,0,0,0
Student_845,REG20260845,Computer Science and Engineering,9.55,61.93,96.31,47,72.0,Average,No,1,3,0,1
Student_846,REG20260846,Electronics and Communication Engineering,8.37,83.23,78.11,98,75.0,Good,Yes,1,0,0,1
Student_847,REG20260847,Computer Science and Engineering,8.42,96.76,55.61,59,41.0,Good,Yes,0,0,0,0
Student_848,REG20260848,Other,7.06,79.17,66.08,90,87.0,Average,No,4,1,0,0
Student_849,REG20260849,Electronics and Communication Engineering,8.05,85.73,74.35,53,97.0,Good,No,2,1,0,1
Student_850,REG20260850,Electrical and Electronics Engineering,5.54,57.94,84.8,78,66.0,Average,No,0,0,1,0
Student_851,REG20260851,Computer Science and Engineering,8.24,72.96,86.53,76,72.0,Average,Yes,2,0,2,0
Student_852,REG20260852,Mechanical Engineering,9.43,60.0,97.8,89,56.0,Average,No,2,1,0,1
Student_853,REG20260853,Computer Science and Engineering,8.13,81.35,67.36,73,50.0,Good,No,0,2,0,0
Student_854,REG20260854,Artificial Intelligence and Data Science,9.26,95.35,78.14,50,86.0,Average,No,1,1,0,1
Student_855,REG20260855,Computer Science and Engineering,8.61,83.46,77.93,93,63.0,Good,No,0,1,0,1
Student_856,REG20260856,Computer Science and Engineering,6.02,58.3,72.44,79,50.0,Excellent,No,0,2,1,0
Student_857,REG20260857,Computer Science and Engineering,9.38,70.25,62.27,72,,Good,No,1,3,1,0
Student_858,REG20260858,Electronics and Communication Engineering,5.79,78.68,97.03,70,98.0,Good,Yes,0,1,2,0
Student_859,REG20260859,Electrical and Electronics Engineering,7.8,72.34,91.69,98,,Good,No,2,0,0,1
Student_860,REG20260860,Computer Science and Engineering,6.11,90.85,76.43,93,90.0,Average,No,5,1,0,1
Student_861,REG20260861,Civil Engineering,5.55,90.03,80.94,83,39.0,Good,No,0,2,1,0
Student_862,REG20260862,Electronics and Communication Engineering,7.31,81.31,64.77,73,46.0,Good,No,1,0,0,0
Student_863,REG20260863,Electronics and Communication Engineering,6.77,71.06,78.38,89,75.0,Excellent,No,2,1,2,0
Student_864,REG20260864,Electronics and Communication Engineering,7.59,65.98,84.88,46,37.0,Excellent,Yes,2,0,0,0
Student_865,REG20260865,Electronics and Communication Engineering,7.98,59.55,77.15,97,67.0,Excellent,Yes,2,0,0,1
Student_866,REG20260866,Electrical and Electronics Engineering,5.69,70.26,97.58,88,84.0,Excellent,No,0,1,0,0
Student_867,REG20260867,Computer Science and Engineering,6.03,72.77,81.29,93,90.0,Good,Yes,1,1,0,0
Student_868,REG20260868,Computer Science and Engineering,7.9,84.06,70.95,62,43.0,Good,No,1,3,0,0
Student_869,REG20260869,Artificial Intelligence and Data Science,6.98,83.3,88.2,85,84.0,Excellent,No,4,2,0,1
Student_870,REG20260870,Artificial Intelligence and Data Science,8.64,58.01,62.33,95,63.0,Average,No,0,1,0,1
Student_871,REG20260871,Information Technology,8.3,72.0,71.53,46,73.0,Excellent,No,3,1,0,0
Student_872,REG20260872,Information Technology,9.14,62.82,69.92,93,79.0,Average,No,0,1,0,1
Student_873,REG20260873,Electrical and Electronics Engineering,8.48,61.74,73.57,64,51.0,Good,No,4,0,0,0
Student_874,REG20260874,Electronics and Communication Engineering,7.35,90.57,88.62,100,90.0,Good,Yes,1,3,1,1
Student_875,REG20260875,Computer Science and Engineering,8.39,56.8,75.82,42,80.0,Excellent,No,1,5,0,1
Student_876,REG20260876,Computer Science and Engineering,6.68,73.02,89.14,98,48.0,Average,No,1,0,0,0
Student_877,REG20260877,Mechanical Engineering,6.82,62.23,79.79,77,57.0,Good,No,0,0,3,0
Student_878,REG20260878,Mechanical Engineering,8.89,92.81,69.71,59,95.0,Good,Yes,0,0,2,0
Student_879,REG20260879,Computer Science and Engineering,7.42,78.95,89.83,73,57.0,Average,No,0,2,0,0
Student_880,REG20260880,Computer Science and Engineering,8.93,64.95,65.25,88,61.0,Good,No,0,2,1,0
Student_881,REG20260881,Computer Science and Engineering,9.04,76.6,64.65,83,88.0,Good,No,0,3,0,1
Student_882,REG20260882,Mechanical Engineering,9.19,86.45,76.69,83,44.0,Good,No,2,2,0,0
Student_883,REG20260883,Computer Science and Engineering,9.44,96.2,66.22,69,50.0,Average,No,1,1,0,1
Student_884,REG20260884,Computer Science and Engineering,7.35,64.48,55.39,56,75.0,Good,No,0,2,0,0
Student_885,REG20260885,Civil Engineering,6.87,93.11,82.88,98,89.0,Good,Yes,2,2,1,1
Student_886,REG20260886,Computer Science and Engineering,8.0,95.18,76.98,49,95.0,Average,No,1,1,1,1
Student_887,REG20260887,Mechanical Engineering,7.1,94.41,74.16,74,83.0,Average,No,4,1,3,0
Student_888,REG20260888,Computer Science and Engineering,8.08,82.32,96.58,59,86.0,Excellent,No,1,2,1,0
Student_889,REG20260889,Computer Science and Engineering,8.53,82.08,79.56,57,36.0,Good,No,0,2,0,0
Student_890,REG20260890,Computer Science and Engineering,8.46,72.34,92.13,84,84.0,Good,Yes,1,2,0,1
Student_891,REG20260891,Mechanical Engineering,7.11,87.35,61.0,83,77.0,Average,Yes,1,2,4,0
Student_892,REG20260892,Artificial Intelligence and Data Science,6.22,77.85,79.48,66,42.0,Average,No,0,2,1,0
Student_893,REG20260893,Artificial Intelligence and Data Science,7.35,84.13,92.32,98,93.0,Average,No,0,2,1,0
Student_894,REG20260894,Information Technology,6.11,73.42,80.07,98,99.0,Average,No,0,1,2,0
Student_895,REG20260895,Mechanical Engineering,9.33,86.45,85.87,88,46.0,Good,No,0,2,0,1
Student_896,REG20260896,Computer Science and Engineering,6.99,90.45,71.0,75,38.0,Good,No,1,1,1,0
Student_897,REG20260897,Information Technology,6.16,61.3,58.98,62,75.0,Good,No,1,1,1,0
Student_898,REG20260898,Artificial Intelligence and Data Science,5.61,90.82,74.69,71,41.0,Average,No,0,0,3,0
Student_899,REG20260899,Computer Science and Engineering,8.28,78.23,71.96,49,64.0,Good,No,1,2,0,0
Student_900,REG20260900,Computer Science and Engineering,8.24,91.32,92.28,50,40.0,Average,No,1,2,0,0
Student_901,REG20260901,Computer Science and Engineering,6.96,73.55,65.49,77,53.0,Average,No,0,4,0,0
Student_902,REG20260902,Computer Science and Engineering,5.81,71.3,96.57,45,100.0,Excellent,No,0,1,0,0
Student_903,REG20260903,Computer Science and Engineering,7.26,94.35,96.2,98,44.0,Good,No,0,1,0,0
Student_904,REG20260904,Electrical and Electronics Engineering,6.84,65.8,65.65,80,50.0,Good,No,0,1,0,0
Student_905,REG20260905,Electronics and Communication Engineering,8.41,91.3,69.97,86,71.0,Average,No,0,0,0,1
Student_906,REG20260906,Artificial Intelligence and Data Science,8.1,75.81,93.51,73,66.0,,No,0,2,0,0
Student_907,REG20260907,Civil Engineering,7.07,77.11,96.56,75,81.0,Good,Yes,1,1,0,1
Student_908,REG20260908,Information Technology,6.44,68.26,74.07,76,77.0,Good,No,1,2,0,0
Student_909,REG20260909,Information Technology,9.75,79.64,68.8,56,70.0,Average,No,0,2,0,1
Student_910,REG20260910,Information Technology,7.45,68.98,77.62,79,60.0,Excellent,No,0,1,0,0
Student_911,REG20260911,Electrical and Electronics Engineering,8.46,56.69,84.57,79,44.0,Good,Yes,1,3,0,0
Student_912,REG20260912,Information Technology,6.1,66.7,66.76,93,65.0,Excellent,Yes,2,1,0,0
Student_913,REG20260913,Electrical and Electronics Engineering,7.59,55.27,86.67,51,63.0,Average,Yes,2,1,0,0
Student_914,REG20260914,Electronics and Communication Engineering,5.62,97.07,57.22,60,39.0,Average,No,1,3,0,0
Student_915,REG20260915,Electrical and Electronics Engineering,7.67,96.53,57.12,79,35.0,Average,Yes,0,3,1,0
Student_916,REG20260916,Electronics and Communication Engineering,9.65,71.99,71.61,58,37.0,Average,No,0,0,0,0
Student_917,REG20260917,Information Technology,7.15,86.32,70.2,42,69.0,Excellent,Yes,2,0,0,0
Student_918,REG20260918,Artificial Intelligence and Data Science,5.67,69.87,68.57,57,49.0,Poor,Yes,0,0,1,0
Student_919,REG20260919,Civil Engineering,5.63,83.86,76.11,92,64.0,Poor,Yes,4,1,0,0
Student_920,REG20260920,Computer Science and Engineering,7.17,89.63,68.79,90,77.0,Average,Yes,1,4,3,0
Student_921,REG20260921,Artificial Intelligence and Data Science,6.19,95.71,63.27,58,94.0,Average,No,1,2,1,0
Student_922,REG20260922,Electronics and Communication Engineering,5.6,72.21,68.31,86,74.0,Average,No,0,1,0,0
Student_923,REG20260923,Artificial Intelligence and Data Science,8.75,88.68,96.92,45,99.0,Good,No,1,3,0,1
Student_924,REG20260924,Civil Engineering,7.47,66.43,72.68,55,63.0,Good,Yes,1,1,0,1
Student_925,REG20260925,Electronics and Communication Engineering,6.74,97.58,74.12,47,53.0,Poor,Yes,0,1,0,0
Student_926,REG20260926,Computer Science and Engineering,9.37,56.11,79.79,87,37.0,Average,No,0,3,0,0
Student_927,REG20260927,Information Technology,6.0,80.95,97.28,57,70.0,Average,No,2,3,0,0
Student_928,REG20260928,Electronics and Communication Engineering,9.61,83.36,65.39,91,77.0,Average,Yes,1,3,1,1
Student_929,REG20260929,Electrical and Electronics Engineering,6.85,84.59,84.3,87,49.0,Good,No,1,1,0,0
Student_930,REG20260930,Information Technology,9.32,60.18,85.79,82,75.0,Good,No,0,2,0,1
Student_931,REG20260931,Computer Science and Engineering,8.09,95.36,81.11,78,70.0,Good,Yes,1,0,0,1
Student_932,REG20260932,Artificial Intelligence and Data Science,9.05,62.79,58.81,88,67.0,Good,No,1,2,0,1
Student_933,REG20260933,Other,9.73,81.78,84.11,88,39.0,Poor,Yes,1,4,0,1
Student_934,REG20260934,Electronics and Communication Engineering,6.74,64.58,57.76,51,48.0,Excellent,No,1,1,0,0
Student_935,REG20260935,Computer Science and Engineering,9.63,68.21,80.63,84,81.0,Good,Yes,1,2,0,1
Student_936,REG20260936,Information Technology,7.17,78.5,86.8,49,88.0,Excellent,No,1,1,3,0
Student_937,REG20260937,Computer Science and Engineering,7.16,72.94,64.07,46,,Poor,Yes,0,0,0,0
Student_938,REG20260938,Artificial Intelligence and Data Science,6.96,61.89,91.19,85,43.0,Excellent,No,3,2,0,0
Student_939,REG20260939,Computer Science and Engineering,7.83,62.35,56.31,94,87.0,Good,Yes,1,0,0,1
Student_940,REG20260940,Electrical and Electronics Engineering,6.16,72.98,91.28,40,94.0,Good,No,0,2,0,0
Student_941,REG20260941,Information Technology,7.88,87.56,74.79,88,80.0,Poor,No,1,0,0,0
Student_942,REG20260942,Electrical and Electronics Engineering,7.83,93.61,64.36,75,88.0,Good,No,2,3,1,0
Student_943,REG20260943,Mechanical Engineering,8.78,58.62,60.75,60,71.0,Excellent,No,0,1,2,0
Student_944,REG20260944,Civil Engineering,9.08,71.9,95.99,76,57.0,Good,No,0,1,0,1
Student_945,REG20260945,Computer Science and Engineering,7.39,59.31,58.12,91,61.0,Good,No,1,0,0,0
Student_946,REG20260946,Computer Science and Engineering,6.8,55.71,63.56,63,100.0,Excellent,Yes,0,3,0,1
Student_947,REG20260947,Computer Science and Engineering,6.62,83.45,69.96,94,95.0,Average,No,2,2,0,1
Student_948,REG20260948,Artificial Intelligence and Data Science,6.34,80.91,81.67,64,85.0,Good,Yes,0,2,0,1
Student_949,REG20260949,Artificial Intelligence and Data Science,5.75,62.01,78.43,46,84.0,Good,No,2,1,0,0
Student_950,REG20260950,Electrical and Electronics Engineering,6.97,65.05,60.4,81,53.0,Excellent,Yes,0,1,0,0
Student_951,REG20260951,Electrical and Electronics Engineering,6.66,56.02,67.46,56,35.0,Poor,,0,0,0,0
Student_952,REG20260952,Mechanical Engineering,9.66,90.9,65.27,68,74.0,Good,No,2,2,1,1
Student_953,REG20260953,Computer Science and Engineering,7.9,96.91,64.18,69,66.0,Good,No,1,1,1,0
Student_954,REG20260954,Artificial Intelligence and Data Science,6.99,60.82,72.68,46,56.0,,No,0,4,0,0
Student_955,REG20260955,Electronics and Communication Engineering,8.0,64.95,85.27,72,100.0,Good,Yes,0,2,0,1
Student_956,REG20260956,Information Technology,6.1,92.34,64.35,46,74.0,Excellent,No,1,1,2,0
Student_957,REG20260957,Electronics and Communication Engineering,7.41,94.84,70.77,97,72.0,Excellent,Yes,1,0,0,1
Student_958,REG20260958,Computer Science and Engineering,8.19,73.04,71.81,63,82.0,Poor,No,5,2,1,0
Student_959,REG20260959,Computer Science and Engineering,7.6,57.18,96.99,50,89.0,Average,No,4,0,0,0
Student_960,REG20260960,Mechanical Engineering,7.23,56.69,96.05,48,89.0,Poor,No,1,0,0,0
Student_961,REG20260961,Computer Science and Engineering,9.77,79.68,89.41,51,85.0,Average,Yes,1,1,0,1
Student_962,REG20260962,Electrical and Electronics Engineering,9.29,71.89,65.39,74,94.0,Good,Yes,1,2,1,1
Student_963,REG20260963,Computer Science and Engineering,8.18,56.23,57.93,43,42.0,Excellent,Yes,1,2,0,0
Student_964,REG20260964,Information Technology,7.95,80.08,68.63,75,43.0,Good,Yes,0,1,0,0
Student_965,REG20260965,Information Technology,8.17,55.49,66.47,67,36.0,Average,Yes,0,0,0,0
Student_966,REG20260966,Information Technology,6.37,88.86,76.75,96,93.0,Poor,No,0,1,1,0
Student_967,REG20260967,Mechanical Engineering,7.2,68.18,88.44,52,53.0,Good,Yes,0,2,2,0
Student_968,REG20260968,Information Technology,5.67,56.73,91.91,62,62.0,Good,No,0,1,4,0
Student_969,REG20260969,Electrical and Electronics Engineering,7.54,80.3,91.33,58,48.0,Average,No,1,1,3,0
Student_970,REG20260970,Electronics and Communication Engineering,7.84,72.1,70.47,81,58.0,Excellent,No,2,3,0,0
Student_971,REG20260971,Mechanical Engineering,6.48,96.87,84.55,76,78.0,Excellent,No,1,4,0,0
Student_972,REG20260972,Artificial Intelligence and Data Science,9.65,78.4,68.45,78,90.0,Average,No,0,5,0,1
Student_973,REG20260973,Mechanical Engineering,,66.84,57.62,63,85.0,Excellent,No,0,2,0,1
Student_974,REG20260974,Computer Science and Engineering,8.61,85.51,85.17,55,66.0,Average,Yes,1,0,1,0
Student_975,REG20260975,Computer Science and Engineering,7.79,66.67,55.42,72,84.0,Good,No,0,1,2,0
Student_976,REG20260976,Information Technology,9.24,93.88,72.59,51,75.0,Good,No,1,1,0,1
Student_977,REG20260977,Electrical and Electronics Engineering,6.06,71.11,69.16,73,100.0,Average,No,4,1,0,0
Student_978,REG20260978,Computer Science and Engineering,,78.64,84.82,46,59.0,Excellent,No,0,4,2,0
Student_979,REG20260979,Electronics and Communication Engineering,,57.17,87.95,50,95.0,Good,No,0,2,0,0
Student_980,REG20260980,Electrical and Electronics Engineering,8.92,73.32,68.08,70,100.0,Good,No,1,2,0,1
Student_981,REG20260981,Information Technology,6.69,90.79,89.9,68,76.0,Average,Yes,4,0,0,1
Student_982,REG20260982,Civil Engineering,9.27,89.64,67.64,52,99.0,Poor,No,2,3,0,1
Student_983,REG20260983,Computer Science and Engineering,9.56,64.65,74.19,70,70.0,Average,No,2,2,0,1
Student_984,REG20260984,Computer Science and Engineering,6.14,64.72,86.26,41,43.0,Good,Yes,0,0,0,0
Student_985,REG20260985,Mechanical Engineering,7.49,90.14,84.8,78,70.0,Good,Yes,5,3,0,1
Student_986,REG20260986,Electronics and Communication Engineering,9.72,95.01,97.46,54,72.0,Average,Yes,0,1,4,0
Student_987,REG20260987,Mechanical Engineering,7.58,59.1,64.68,96,67.0,Good,No,0,0,0,0
Student_988,REG20260988,Electronics and Communication Engineering,9.21,74.35,83.48,50,76.0,Good,,2,2,0,1
Student_989,REG20260989,Computer Science and Engineering,8.03,69.51,81.22,73,95.0,Good,No,3,2,3,0
Student_990,REG20260990,Civil Engineering,7.11,92.44,94.35,78,80.0,Good,No,0,0,0,1
Student_991,REG20260991,Civil Engineering,6.73,58.59,61.72,43,95.0,Excellent,No,0,1,0,0
Student_992,REG20260992,Mechanical Engineering,6.37,64.08,87.33,50,52.0,Good,No,0,5,1,0
Student_993,REG20260993,Information Technology,8.78,87.36,79.44,68,49.0,Good,No,0,2,0,0
Student_994,REG20260994,Electrical and Electronics Engineering,7.16,57.21,66.81,41,82.0,Average,No,0,2,1,0
Student_995,REG20260995,Information Technology,7.7,76.18,75.4,100,47.0,Average,Yes,4,1,0,1
Student_996,REG20260996,Computer Science and Engineering,7.62,74.01,69.35,55,77.0,Poor,No,1,0,0,0
Student_997,REG20260997,Artificial Intelligence and Data Science,7.98,69.38,79.91,78,94.0,Good,No,2,1,0,1
Student_998,REG20260998,Computer Science and Engineering,9.22,71.97,93.23,52,91.0,Average,No,2,1,0,0
Student_999,REG20260999,Other,9.72,77.79,79.48,76,51.0,Average,No,1,1,1,0
Student_1000,REG20261000,Electronics and Communication Engineering,7.25,61.94,82.16,56,84.0,Good,Yes,2,0,0,1
Student_1001,REG20261001,Computer Science and Engineering,9.06,79.6,77.31,60,66.0,Average,,1,2,2,0
Student_1002,REG20261002,Electronics and Communication Engineering,8.79,89.63,57.2,83,56.0,Average,Yes,0,1,1,1
Student_1003,REG20261003,Artificial Intelligence and Data Science,7.97,87.69,65.01,99,89.0,Average,No,1,2,0,1
Student_1004,REG20261004,Mechanical Engineering,9.61,61.62,76.16,58,91.0,Good,No,1,0,1,0
Student_1005,REG20261005,Civil Engineering,6.36,61.42,68.34,46,47.0,Average,No,2,1,0,0
Student_1006,REG20261006,Mechanical Engineering,5.97,66.53,62.82,77,81.0,Good,Yes,4,0,0,0
Student_1007,REG20261007,Mechanical Engineering,9.17,70.53,76.68,47,96.0,,No,1,1,1,0
Student_1008,REG20261008,Artificial Intelligence and Data Science,7.39,72.56,68.88,52,88.0,Good,No,2,0,0,1
Student_1009,REG20261009,Computer Science and Engineering,9.14,84.23,66.1,76,63.0,Good,Yes,0,4,0,1
Student_1010,REG20261010,Electronics and Communication Engineering,9.34,57.44,74.95,41,56.0,Good,No,2,2,0,1
Student_1011,REG20261011,Computer Science and Engineering,5.77,56.49,60.73,80,99.0,Poor,No,0,1,0,0
Student_1012,REG20261012,Other,9.3,71.85,94.89,50,63.0,Average,No,0,0,0,0
Student_1013,REG20261013,Artificial Intelligence and Data Science,7.43,84.98,92.31,63,82.0,Average,No,0,2,0,0
Student_1014,REG20261014,Computer Science and Engineering,7.69,63.32,85.43,45,39.0,Average,No,1,2,0,0
Student_1015,REG20261015,Mechanical Engineering,8.19,82.58,59.57,100,69.0,Average,No,0,0,0,1
Student_1016,REG20261016,Artificial Intelligence and Data Science,9.48,66.17,88.36,65,80.0,Average,No,3,2,0,1
Student_1017,REG20261017,Computer Science and Engineering,5.58,93.1,89.74,46,69.0,Good,No,0,2,0,0
Student_1018,REG20261018,Electrical and Electronics Engineering,7.55,93.51,88.01,96,79.0,Good,No,3,2,0,1
Student_1019,REG20261019,Artificial Intelligence and Data Science,8.46,67.78,59.9,78,47.0,Average,Yes,1,2,1,0
Student_1020,REG20261020,Computer Science and Engineering,8.61,64.89,82.69,58,44.0,Good,Yes,0,3,0,0
Student_1021,REG20261021,Mechanical Engineering,8.48,72.69,90.88,45,100.0,Average,Yes,0,3,0,1
Student_1022,REG20261022,Information Technology,,65.34,79.83,82,59.0,Average,No,1,1,0,0
Student_1023,REG20261023,Artificial Intelligence and Data Science,6.79,83.91,82.8,68,78.0,Good,No,1,2,0,0
Student_1024,REG20261024,Other,7.04,90.52,74.71,82,94.0,Poor,No,1,2,0,0
Student_1025,REG20261025,Artificial Intelligence and Data Science,8.96,83.94,77.73,78,81.0,Poor,Yes,0,2,3,0
Student_1026,REG20261026,Electronics and Communication Engineering,6.7,90.45,56.48,41,74.0,Average,No,1,5,2,0
Student_1027,REG20261027,Artificial Intelligence and Data Science,6.41,72.07,82.48,58,41.0,Excellent,No,4,0,1,0
Student_1028,REG20261028,Artificial Intelligence and Data Science,9.62,61.72,58.5,43,80.0,Good,No,0,1,2,0
Student_1029,REG20261029,Information Technology,5.54,86.73,73.71,97,57.0,Poor,No,1,1,0,0
Student_1030,REG20261030,Civil Engineering,9.79,70.5,67.58,45,80.0,Good,No,0,1,0,1
Student_1031,REG20261031,Computer Science and Engineering,8.41,83.86,78.45,88,47.0,Good,Yes,2,1,1,0
Student_1032,REG20261032,Electrical and Electronics Engineering,9.06,66.64,60.74,96,55.0,Good,Yes,2,2,0,1
Student_1033,REG20261033,Computer Science and Engineering,6.77,58.49,84.74,76,35.0,Good,Yes,0,0,2,0
Student_1034,REG20261034,Computer Science and Engineering,5.56,97.68,89.19,100,53.0,Average,No,0,2,1,0
Student_1035,REG20261035,Computer Science and Engineering,8.67,61.72,62.02,67,94.0,Average,No,0,2,4,0
Student_1036,REG20261036,Mechanical Engineering,9.09,97.5,59.49,69,67.0,Good,No,1,1,0,0
Student_1037,REG20261037,Information Technology,8.68,97.02,61.26,46,38.0,Good,No,1,1,1,0
Student_1038,REG20261038,Mechanical Engineering,6.11,89.13,92.72,48,37.0,Good,No,4,2,0,0
